IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",233,"Estonia","EE","EST",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.41
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",233,"Estonia","EE","EST",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1.35
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.609324
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.579177
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.570594
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.551747
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.565929
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.583265
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.616842
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.6968
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.831635
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.9926
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.9728
19,"Total fertility rate","Total fertility rate","World Population Prospects",2024,"United Nations Population Division",268,"Georgia","GE","GEO",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1.915175
